id,female,advers,VS.1,VS.2,VS.3,VS.4,VS.5,EXT.1,EXT.2,EXT.3,EXT.4,EXT.5
661,0,0,4.761904762,5.714285714,6.190476191,6.190476191,7.146852114,1.805555417,2.527777583,3.611110833,2.888888667,4.337117967
662,1,0,6.666666667,5.714285714,6.666666667,5.238095238,6.994700029,1.805555417,2.1666665,1.444444333,1.444444333,0.50208104
663,1,0,4.761904762,5.714285714,4.285714286,5.238095238,6.574080215,0.361111083,2.1666665,2.1666665,1.805555417,2.153334698
664,0,0,7.142857143,5.714285714,6.190476191,6.190476191,6.508013695,1.805555417,2.527777583,1.805555417,1.805555417,1.095486225
665,1,0,5.238095238,5.714285714,4.761904762,3.80952381,4.892550439,1.08333325,1.805555417,2.1666665,1.444444333,2.315972483
666,0,0,4.761904762,5.714285714,5.238095238,4.761904762,5.499004596,2.527777583,2.888888667,3.24999975,2.888888667,2.909765573
667,1,0,4.761904762,5.714285714,5.238095238,4.761904762,3.94758172,1.08333325,2.1666665,1.805555417,1.805555417,3.633017914
668,1,0,6.666666667,6.666666667,8.571428571,7.142857143,7.376809678,2.527777583,1.805555417,0.722222167,1.444444333,1.263048726
669,0,0,7.142857143,2.380952381,3.80952381,NA,NA,0.722222167,1.805555417,1.805555417,NA,NA
670,0,0,6.666666667,NA,10,10,9.830627745,0,NA,2.888888667,3.24999975,3.624504376
671,0,0,6.666666667,6.666666667,10,10,9.178285815,2.888888667,3.24999975,2.527777583,2.527777583,4.162970521
672,0,1,4.285714286,4.761904762,5.714285714,5.714285714,6.542486777,2.888888667,2.888888667,3.611110833,3.24999975,2.273071169
673,0,0,7.142857143,2.380952381,3.80952381,NA,NA,0.722222167,NA,1.805555417,NA,NA
674,0,0,6.190476191,6.666666667,4.761904762,5.238095238,8.312963686,2.888888667,2.888888667,0.722222167,1.805555417,1.872468119
675,0,0,7.142857143,2.380952381,NA,NA,NA,0.722222167,NA,NA,NA,NA
676,0,0,6.190476191,6.666666667,8.095238095,6.190476191,8.597882196,2.527777583,2.1666665,2.1666665,0.722222167,2.740201432
677,0,1,5.714285714,6.666666667,7.142857143,8.095238095,7.471226603,1.805555417,1.444444333,3.611110833,1.805555417,1.311376229
678,1,0,6.666666667,8.095238095,NA,NA,NA,NA,NA,NA,NA,NA
679,1,0,4.761904762,5.238095238,4.285714286,6.190476191,6.548577857,1.444444333,1.805555417,2.1666665,2.888888667,1.944385723
680,1,0,6.666666667,7.142857143,6.666666667,9.047619048,9.266850022,1.805555417,1.444444333,2.1666665,2.1666665,1.75077072
681,1,1,6.190476191,5.238095238,5.714285714,5.714285714,5.275550433,1.444444333,1.444444333,0,1.805555417,1.797647344
682,1,0,5.238095238,5.238095238,6.666666667,6.190476191,6.50931782,2.888888667,1.805555417,0.722222167,2.1666665,2.576873233
683,1,1,6.666666667,7.142857143,6.666666667,5.714285714,7.342582127,2.888888667,2.888888667,1.444444333,1.805555417,2.179959694
684,0,1,5.238095238,4.285714286,3.80952381,NA,NA,1.805555417,0.722222167,0.722222167,NA,NA
685,1,0,6.666666667,6.666666667,8.571428571,9.047619048,6.827709358,0,1.805555417,3.611110833,2.527777583,2.700459835
686,1,1,6.190476191,7.142857143,6.190476191,9.523809524,8.560874006,1.805555417,2.1666665,0.361111083,2.527777583,2.07501557
687,1,1,6.190476191,4.761904762,7.142857143,8.095238095,5.787921757,1.08333325,1.08333325,1.805555417,1.805555417,2.730396288
688,1,1,6.190476191,7.142857143,7.142857143,7.142857143,7.791337267,3.611110833,3.24999975,2.888888667,2.527777583,3.663619648
689,1,1,6.190476191,5.238095238,3.80952381,4.285714286,4.527581451,2.527777583,3.611110833,2.1666665,3.24999975,5.475130692
690,1,1,6.666666667,8.095238095,8.571428571,9.047619048,9.205549557,3.24999975,3.24999975,3.24999975,3.24999975,2.875808947
691,0,1,5.238095238,3.80952381,6.666666667,6.190476191,7.697350547,3.24999975,2.888888667,3.24999975,3.24999975,1.653816552
692,1,1,10,8.571428571,10,5.714285714,8.03989156,0,1.805555417,NA,NA,NA
693,1,0,7.142857143,6.666666667,8.571428571,7.142857143,8.24892372,2.888888667,2.527777583,2.888888667,2.527777583,2.945736239
694,1,0,6.666666667,6.190476191,5.238095238,5.714285714,5.834934271,1.08333325,1.805555417,1.805555417,2.527777583,3.715021876
695,1,1,6.190476191,6.190476191,6.666666667,7.619047619,5.515633869,2.888888667,2.527777583,NA,2.1666665,2.45687546
696,1,1,6.190476191,2.857142857,6.190476191,5.714285714,6.679834398,2.1666665,2.527777583,NA,1.805555417,0.578965201
697,0,1,5.238095238,7.142857143,6.190476191,6.666666667,6.530186857,1.805555417,2.527777583,1.805555417,2.1666665,1.605543673
698,0,1,5.238095238,5.238095238,7.619047619,6.666666667,6.702805358,1.805555417,1.08333325,2.1666665,2.1666665,2.098867101
699,1,1,6.190476191,5.238095238,NA,4.285714286,3.995783564,1.444444333,2.1666665,NA,1.444444333,2.415278551
700,1,1,6.190476191,2.857142857,7.142857143,9.523809524,6.645347111,1.08333325,0.361111083,1.805555417,1.805555417,2.782868718
701,0,1,10,10,9.523809524,10,9.464809674,2.888888667,3.24999975,2.527777583,3.24999975,3.647676745
702,1,1,6.190476191,6.190476191,6.666666667,9.047619048,9.548005792,2.888888667,3.24999975,3.24999975,3.24999975,2.826161969
703,0,1,6.666666667,2.857142857,NA,5.238095238,5.219845003,3.24999975,3.611110833,2.888888667,3.611110833,2.723501872
704,0,1,6.666666667,2.857142857,5.238095238,6.190476191,5.318818484,2.1666665,2.527777583,3.24999975,2.888888667,3.218176834
705,0,1,5.714285714,2.857142857,5.714285714,7.619047619,6.633100903,2.888888667,1.805555417,0.722222167,2.527777583,3.246180611
706,0,1,6.666666667,5.714285714,5.238095238,5.238095238,6.477936386,2.888888667,1.08333325,0.722222167,2.1666665,1.224841154
707,0,1,7.619047619,8.571428571,6.666666667,6.666666667,8.076081173,1.805555417,1.805555417,0.361111083,1.805555417,1.593365476
708,0,1,7.619047619,8.571428571,9.047619048,8.571428571,8.753790371,2.888888667,2.527777583,3.611110833,3.24999975,2.041061731
709,0,1,7.619047619,NA,7.619047619,6.190476191,8.954208158,2.1666665,NA,0.722222167,1.444444333,1.258141402
710,0,1,7.619047619,8.571428571,9.523809524,7.142857143,10.00877503,2.888888667,2.527777583,3.611110833,2.888888667,6.158095284
711,0,1,7.619047619,8.095238095,7.142857143,7.142857143,9.311593142,3.611110833,3.972221917,3.24999975,3.611110833,3.34901586
712,0,1,7.619047619,8.095238095,6.666666667,7.619047619,8.021939506,2.888888667,3.24999975,0.722222167,3.611110833,2.07248111
713,0,1,9.523809524,8.095238095,9.523809524,5.714285714,7.965221373,1.08333325,1.805555417,3.24999975,1.805555417,2.138441936
714,0,1,7.142857143,2.380952381,3.80952381,5.238095238,4.1249983,2.1666665,2.527777583,3.24999975,2.888888667,4.184017526
715,0,1,5.714285714,6.666666667,7.142857143,5.238095238,5.797579521,NA,1.444444333,3.611110833,2.527777583,2.67719826
716,0,1,5.714285714,7.142857143,6.666666667,9.047619048,9.624823137,3.24999975,3.24999975,3.611110833,3.24999975,3.879393231
717,0,1,7.142857143,2.380952381,NA,3.80952381,5.530533347,3.24999975,2.527777583,1.805555417,2.888888667,3.266731178
718,0,1,7.619047619,8.571428571,7.142857143,7.619047619,9.710826925,2.527777583,2.888888667,0.722222167,2.527777583,3.519497927
719,0,1,7.619047619,6.666666667,6.666666667,7.619047619,6.892661146,1.805555417,2.527777583,0.361111083,2.888888667,1.700446077
720,0,1,7.142857143,6.666666667,10,5.238095238,7.821940888,2.888888667,3.611110833,1.444444333,2.1666665,2.151366822
721,0,0,6.666666667,6.190476191,5.238095238,6.190476191,5.881125573,0.722222167,NA,NA,NA,NA
722,0,1,7.142857143,2.380952381,3.80952381,NA,NA,1.805555417,1.805555417,0.722222167,2.1666665,2.759611357
723,0,1,8.095238095,6.190476191,8.095238095,7.619047619,7.657834492,3.24999975,2.888888667,3.611110833,3.611110833,4.551021202
724,1,0,5.714285714,7.142857143,7.142857143,NA,NA,3.24999975,3.972221917,3.972221917,NA,NA
725,0,0,5.238095238,5.238095238,8.095238095,6.190476191,6.750137324,3.24999975,3.24999975,3.24999975,2.888888667,4.553381825
726,0,0,5.238095238,5.238095238,8.095238095,7.619047619,6.84717605,1.805555417,1.805555417,2.1666665,2.1666665,2.291761438
727,0,0,5.238095238,5.238095238,8.095238095,6.666666667,6.953031681,2.1666665,1.08333325,2.527777583,1.805555417,1.098677366
728,1,0,7.142857143,6.666666667,10,3.80952381,5.958094104,2.1666665,2.1666665,3.24999975,2.1666665,2.803331848
729,0,1,6.190476191,5.714285714,3.80952381,5.238095238,4.343196621,2.888888667,3.24999975,0.722222167,2.527777583,2.062534079
730,1,0,10,NA,10,NA,NA,0.722222167,NA,NA,NA,NA
731,0,0,5.238095238,5.238095238,7.619047619,7.619047619,8.70697477,1.805555417,1.805555417,2.1666665,2.1666665,1.572933654
732,0,1,3.80952381,4.285714286,5.714285714,6.190476191,5.925426661,2.527777583,2.1666665,2.1666665,2.1666665,2.151540078
733,1,0,7.619047619,6.190476191,6.666666667,7.619047619,7.30491767,3.611110833,3.972221917,3.24999975,3.611110833,2.591318764
734,0,1,5.238095238,6.666666667,6.190476191,6.666666667,6.170754498,3.24999975,2.888888667,2.888888667,3.24999975,2.317483778
735,0,1,5.238095238,4.285714286,5.238095238,6.666666667,7.886759179,3.24999975,3.24999975,3.24999975,3.611110833,3.293421939
736,0,1,8.095238095,8.571428571,7.142857143,7.619047619,8.397998374,2.888888667,2.888888667,3.24999975,2.888888667,2.668481138
737,1,0,7.619047619,8.571428571,7.142857143,7.142857143,5.423412893,0.361111083,1.805555417,1.444444333,2.1666665,1.713047497
738,1,0,6.190476191,4.761904762,NA,NA,NA,2.888888667,NA,NA,NA,NA
739,1,0,7.142857143,6.666666667,9.047619048,NA,NA,2.888888667,3.611110833,1.805555417,3.24999975,3.461570356
740,0,1,8.095238095,8.571428571,6.666666667,9.523809524,8.390827938,2.888888667,2.527777583,2.888888667,3.24999975,3.44054161
741,0,1,8.095238095,8.571428571,7.142857143,8.571428571,8.543040353,2.888888667,2.527777583,1.805555417,1.805555417,2.691460128
742,1,0,7.619047619,7.619047619,5.238095238,5.714285714,6.379382448,2.1666665,1.805555417,NA,2.1666665,2.265106071
743,0,1,6.190476191,8.571428571,7.142857143,7.619047619,8.480641473,2.888888667,3.24999975,1.444444333,3.611110833,3.463717758
744,0,1,6.190476191,8.571428571,2.380952381,4.761904762,5.385697073,2.1666665,3.24999975,1.444444333,3.24999975,2.901611414
745,0,0,5.238095238,4.285714286,5.238095238,7.142857143,7.46432074,2.888888667,1.444444333,2.1666665,2.527777583,5.099833277
746,0,1,5.238095238,5.238095238,NA,6.190476191,6.139795405,1.805555417,1.805555417,NA,2.888888667,3.987993147
747,1,0,7.619047619,6.666666667,6.666666667,7.142857143,8.233991594,2.888888667,1.805555417,2.888888667,2.1666665,2.388015672
748,0,1,9.523809524,5.238095238,NA,4.761904762,6.623164839,1.805555417,1.805555417,NA,1.444444333,2.104667443
749,1,0,5.714285714,6.666666667,6.190476191,5.714285714,8.114550883,3.611110833,3.611110833,3.611110833,3.972221917,2.989685782
750,1,0,6.666666667,5.714285714,NA,4.285714286,4.940501253,3.611110833,NA,NA,2.527777583,1.823547784
751,0,0,5.238095238,7.142857143,7.619047619,6.190476191,7.872939372,2.888888667,2.888888667,0.722222167,2.888888667,3.159230766
752,0,0,5.238095238,7.142857143,7.619047619,9.047619048,10.27793228,1.805555417,2.1666665,3.611110833,3.24999975,4.056749676
753,1,0,6.666666667,5.238095238,6.666666667,7.142857143,6.783354681,2.888888667,1.805555417,1.805555417,2.1666665,1.456509061
754,1,0,5.714285714,7.142857143,7.619047619,6.666666667,8.460354869,2.888888667,2.888888667,NA,1.805555417,1.986728815
755,1,0,6.666666667,5.714285714,6.666666667,4.761904762,6.418777357,3.611110833,3.611110833,3.611110833,3.972221917,5.198637388
756,1,1,6.190476191,4.761904762,NA,4.285714286,5.220539027,3.611110833,3.611110833,NA,3.24999975,3.677573205
757,1,0,6.666666667,NA,8.571428571,6.190476191,5.485179262,0,NA,NA,NA,NA
758,0,1,5.238095238,6.666666667,6.190476191,6.666666667,6.729775433,2.888888667,1.805555417,2.888888667,2.527777583,2.308813696
759,1,0,5.714285714,NA,8.571428571,NA,NA,0,NA,NA,NA,NA
760,0,1,4.761904762,4.285714286,4.761904762,9.523809524,7.147355277,2.1666665,2.888888667,3.24999975,3.611110833,2.434289967
761,1,1,5.714285714,7.142857143,6.666666667,5.714285714,4.204587365,2.888888667,2.888888667,1.444444333,2.888888667,3.062928692
762,0,0,9.047619048,8.571428571,9.047619048,7.142857143,8.212775677,2.888888667,3.24999975,3.24999975,3.24999975,4.305432275
763,0,1,4.761904762,4.285714286,4.285714286,6.190476191,5.452582585,2.1666665,2.527777583,2.527777583,2.527777583,2.965907079
764,0,0,9.047619048,7.142857143,6.666666667,5.714285714,5.561851568,3.611110833,3.24999975,3.24999975,3.24999975,4.378125354
765,0,0,5.714285714,7.142857143,7.619047619,6.190476191,6.259160489,1.805555417,1.805555417,3.611110833,2.1666665,2.381182824
766,0,0,5.714285714,7.142857143,7.619047619,6.190476191,6.875803064,1.805555417,1.805555417,3.611110833,2.1666665,0.498336167
767,1,0,6.666666667,5.714285714,6.666666667,5.238095238,7.022171481,3.611110833,3.972221917,3.24999975,3.972221917,4.343437367
768,1,0,6.666666667,4.761904762,7.142857143,8.095238095,7.384992814,2.1666665,2.1666665,2.527777583,2.888888667,4.95390104
769,0,1,5.238095238,5.238095238,7.619047619,6.190476191,6.964881962,2.1666665,1.805555417,2.527777583,2.527777583,1.881092472
770,1,0,8.095238095,NA,6.190476191,4.761904762,5.914994092,1.805555417,NA,1.444444333,NA,NA
771,1,1,6.190476191,7.619047619,6.666666667,7.619047619,8.406797737,1.805555417,2.527777583,0.361111083,2.527777583,0.961045224
772,0,1,4.761904762,4.285714286,3.80952381,6.190476191,5.409921185,2.1666665,1.805555417,1.805555417,2.1666665,1.875138424
773,1,0,8.095238095,10,8.095238095,8.095238095,8.994999412,3.24999975,2.527777583,2.527777583,1.805555417,2.656208556
774,1,1,6.666666667,5.238095238,8.095238095,8.095238095,10.10109026,3.972221917,3.972221917,3.611110833,3.24999975,3.092332324
775,1,0,7.619047619,9.523809524,7.619047619,7.142857143,9.717631951,2.527777583,2.527777583,3.24999975,2.888888667,2.729392616
776,1,0,8.095238095,8.571428571,7.619047619,7.142857143,7.860798766,3.24999975,2.888888667,3.611110833,3.972221917,4.315805649
777,1,0,8.095238095,8.571428571,7.142857143,6.666666667,8.075407604,2.527777583,2.527777583,1.444444333,1.444444333,1.298200515
778,1,0,7.619047619,NA,NA,NA,NA,0.722222167,NA,NA,NA,NA
779,1,0,8.571428571,6.666666667,6.666666667,7.619047619,7.468128876,3.24999975,2.888888667,2.888888667,2.527777583,1.134943812
780,0,0,5.714285714,6.666666667,7.619047619,6.190476191,7.514116641,3.24999975,3.24999975,3.24999975,2.527777583,2.780895026
781,0,0,5.714285714,6.666666667,6.190476191,7.142857143,7.20397536,3.24999975,3.24999975,3.611110833,3.972221917,3.634593265
782,0,1,6.666666667,7.619047619,7.142857143,7.619047619,7.019340826,1.805555417,1.805555417,3.611110833,1.805555417,2.805580059
783,0,1,5.714285714,NA,9.047619048,NA,NA,3.24999975,3.611110833,2.888888667,3.24999975,3.344563677
784,0,1,5.714285714,7.142857143,10,5.238095238,6.522948746,3.24999975,NA,NA,0.361111083,0.829798314
785,0,0,5.714285714,5.238095238,6.666666667,5.714285714,5.495067087,1.805555417,2.1666665,1.805555417,2.1666665,1.407659694
786,0,1,5.714285714,5.238095238,4.761904762,5.714285714,5.695104461,2.888888667,2.888888667,3.24999975,3.24999975,1.988131921
787,1,0,8.571428571,9.047619048,6.666666667,7.619047619,7.303469952,2.1666665,2.1666665,2.527777583,1.805555417,1.411421224
788,0,1,6.666666667,7.142857143,5.714285714,6.666666667,5.728827829,1.805555417,2.1666665,1.444444333,1.08333325,0.132603659
789,0,0,5.714285714,6.666666667,7.619047619,6.666666667,8.095410007,3.611110833,3.972221917,3.611110833,3.972221917,4.534679446
790,0,0,5.714285714,7.142857143,7.619047619,9.047619048,8.845174172,3.611110833,3.972221917,3.611110833,3.972221917,4.9533894
791,0,0,5.714285714,6.666666667,7.619047619,6.190476191,6.928134774,3.611110833,3.24999975,3.24999975,2.888888667,3.170395488
792,0,0,5.714285714,7.142857143,8.095238095,6.666666667,10.04659272,2.1666665,1.08333325,2.888888667,2.1666665,3.00146909
793,0,0,5.714285714,NA,8.095238095,NA,NA,2.1666665,NA,NA,NA,NA
794,0,0,5.714285714,6.666666667,7.619047619,6.190476191,8.523398462,3.972221917,3.972221917,3.972221917,3.972221917,3.144507202
795,0,0,5.714285714,7.142857143,6.666666667,9.047619048,8.690378741,3.611110833,3.611110833,3.611110833,3.972221917,4.219753516
796,0,0,4.761904762,5.238095238,6.190476191,5.714285714,5.583726501,1.805555417,2.527777583,1.805555417,1.805555417,1.27263573
797,1,0,6.666666667,7.142857143,5.714285714,6.666666667,6.583648047,2.888888667,1.805555417,2.527777583,2.888888667,3.314984099
798,1,1,4.285714286,6.190476191,6.666666667,6.190476191,7.626203599,1.805555417,1.805555417,1.444444333,2.527777583,1.523818511
799,1,0,6.666666667,7.619047619,6.666666667,8.095238095,7.895874875,1.805555417,1.444444333,NA,1.805555417,2.827786102
800,0,0,7.142857143,7.619047619,7.142857143,5.238095238,6.900762517,3.24999975,3.24999975,2.888888667,3.24999975,3.934014702
801,1,1,4.285714286,4.761904762,6.190476191,6.666666667,7.735106219,2.1666665,1.444444333,2.527777583,1.08333325,0.501428145
802,1,1,6.190476191,5.238095238,6.190476191,5.714285714,6.036081147,3.611110833,3.972221917,2.888888667,3.611110833,2.379755058
803,1,1,4.285714286,6.190476191,6.190476191,7.619047619,6.08776948,1.444444333,0.722222167,1.805555417,2.527777583,0.595656952
804,1,1,4.285714286,5.238095238,6.190476191,7.619047619,8.146174303,1.444444333,0.722222167,0,2.527777583,-0.346202415
805,1,1,4.285714286,6.190476191,6.666666667,6.190476191,6.462760216,0.722222167,1.444444333,1.805555417,0.722222167,-0.266980489
806,1,1,4.285714286,5.238095238,6.190476191,7.142857143,6.986529677,1.444444333,0.722222167,0.722222167,2.527777583,1.23982143
807,1,0,6.666666667,8.571428571,8.571428571,7.142857143,7.187656377,1.08333325,1.805555417,1.444444333,1.444444333,2.107189973
808,1,0,6.666666667,7.619047619,7.142857143,7.142857143,7.008304135,2.888888667,3.24999975,0.722222167,2.888888667,2.386385296
809,1,1,4.285714286,6.190476191,6.666666667,7.619047619,7.143777429,1.444444333,2.527777583,1.444444333,2.527777583,3.463549753
810,0,1,7.142857143,6.190476191,3.80952381,10,9.150072165,3.24999975,2.888888667,3.611110833,3.611110833,3.501822887
811,0,1,5.238095238,3.333333333,7.142857143,6.666666667,6.273693058,2.1666665,1.805555417,2.1666665,NA,NA
812,1,1,4.285714286,4.761904762,5.714285714,7.142857143,7.522112581,2.527777583,3.24999975,2.888888667,2.527777583,2.432093855
813,1,0,3.80952381,6.190476191,5.238095238,4.761904762,6.016843841,3.24999975,3.972221917,3.972221917,3.972221917,2.482281483
814,1,0,6.666666667,6.666666667,10,6.666666667,7.19510521,0.722222167,1.444444333,2.1666665,1.805555417,1.717641514
815,1,1,4.761904762,5.238095238,5.714285714,6.666666667,7.766580665,1.444444333,1.805555417,2.1666665,2.527777583,0.462766785
816,1,0,5.714285714,4.285714286,3.80952381,4.285714286,5.164809326,3.24999975,NA,NA,1.444444333,2.5257674
817,1,1,6.190476191,7.619047619,8.095238095,10,8.862148292,3.24999975,2.888888667,3.24999975,3.611110833,4.102805924
818,1,0,7.142857143,NA,NA,4.761904762,5.292300533,0.722222167,NA,NA,NA,NA
819,1,1,5.714285714,5.238095238,4.761904762,5.714285714,6.263011762,3.611110833,3.24999975,3.24999975,3.611110833,4.456574938
820,0,1,5.238095238,4.285714286,4.761904762,3.333333333,5.73101361,2.888888667,2.1666665,1.444444333,2.1666665,2.591145699
821,0,1,5.238095238,5.714285714,4.761904762,5.238095238,4.131343994,1.805555417,1.805555417,2.1666665,2.1666665,2.417207272
822,1,0,6.666666667,7.619047619,7.142857143,6.666666667,6.918939559,1.805555417,2.527777583,3.611110833,2.527777583,2.245073908
823,0,1,4.761904762,5.238095238,4.761904762,7.142857143,6.42704337,0.722222167,2.888888667,3.24999975,2.888888667,2.818270527
824,1,0,6.666666667,6.190476191,8.095238095,9.523809524,8.568240117,0.722222167,1.444444333,1.444444333,1.444444333,0.502818117
825,0,1,5.714285714,4.285714286,4.285714286,5.238095238,4.594836056,2.888888667,NA,2.527777583,NA,NA
826,1,1,4.285714286,5.238095238,4.285714286,6.190476191,4.523776829,0.722222167,1.444444333,2.527777583,1.08333325,2.123208063
827,0,0,5.238095238,4.285714286,4.285714286,6.190476191,6.640389053,1.805555417,1.805555417,1.805555417,2.888888667,3.016740222
828,0,0,7.142857143,8.095238095,7.142857143,10,11.4059708,1.444444333,1.444444333,1.08333325,2.1666665,0.441080717
829,0,1,4.761904762,5.238095238,5.714285714,3.333333333,3.619122637,2.888888667,3.24999975,3.24999975,3.611110833,4.096185031
830,0,1,4.761904762,4.761904762,7.142857143,6.666666667,8.705486084,3.24999975,3.972221917,3.972221917,3.24999975,1.168361854
831,1,0,6.666666667,7.142857143,NA,6.190476191,7.037620654,3.611110833,3.611110833,NA,3.24999975,2.508174552
832,0,0,5.238095238,6.190476191,6.666666667,6.666666667,7.136981406,3.972221917,3.972221917,3.972221917,3.972221917,4.244731743
833,1,1,3.80952381,5.238095238,3.333333333,6.190476191,4.490760576,1.805555417,1.805555417,2.527777583,1.08333325,1.480417432
834,0,1,4.761904762,5.238095238,4.285714286,6.190476191,5.057869872,1.444444333,1.805555417,2.1666665,2.1666665,2.856335657
835,0,1,4.761904762,4.761904762,4.285714286,4.761904762,4.385162686,1.805555417,NA,1.805555417,NA,NA
836,0,0,6.666666667,7.619047619,7.142857143,6.666666667,6.62647039,3.24999975,3.972221917,3.611110833,3.972221917,5.9952254
837,0,1,5.714285714,4.285714286,4.285714286,4.761904762,4.298449182,NA,2.527777583,1.805555417,NA,NA
838,1,1,4.761904762,5.238095238,5.238095238,6.666666667,6.213935592,2.888888667,2.527777583,1.805555417,2.527777583,2.411311964
839,1,0,3.80952381,6.190476191,4.285714286,4.761904762,5.645746447,3.611110833,2.527777583,1.805555417,2.888888667,2.583254753
840,1,1,6.190476191,6.190476191,5.714285714,5.714285714,7.764182293,3.611110833,3.24999975,3.24999975,3.24999975,3.579316623
841,1,1,6.190476191,6.666666667,6.190476191,8.095238095,6.943382485,2.527777583,2.888888667,3.24999975,3.611110833,3.758983988
842,1,0,7.619047619,6.190476191,6.666666667,7.142857143,6.580876982,2.888888667,2.527777583,1.805555417,2.1666665,2.462764673
843,1,1,5.714285714,4.285714286,3.80952381,4.285714286,5.032915231,3.611110833,3.972221917,2.888888667,2.888888667,3.315728808
844,1,1,4.285714286,6.190476191,5.238095238,4.285714286,4.491239314,2.888888667,3.24999975,3.611110833,3.24999975,4.065574874
845,1,0,5.714285714,5.238095238,6.190476191,5.714285714,5.967413134,3.611110833,3.972221917,2.888888667,3.611110833,2.820491541
846,1,1,4.285714286,5.238095238,3.333333333,6.190476191,6.140529868,2.888888667,2.1666665,1.805555417,2.1666665,1.177760506
847,1,1,6.190476191,7.142857143,6.190476191,8.571428571,7.421116701,1.444444333,2.1666665,2.1666665,2.888888667,1.282949864
848,1,1,5.714285714,5.238095238,4.761904762,4.761904762,5.046393838,2.888888667,NA,2.888888667,NA,NA
849,1,0,5.714285714,NA,5.714285714,NA,NA,1.805555417,NA,NA,NA,NA
850,0,1,9.523809524,5.238095238,10,5.714285714,8.436787158,2.1666665,1.805555417,2.527777583,2.888888667,2.533600763
851,0,1,9.523809524,7.142857143,10,9.047619048,7.661363656,2.1666665,2.1666665,NA,NA,NA
852,0,1,5.714285714,7.142857143,6.666666667,9.047619048,9.743740685,3.24999975,3.24999975,3.24999975,3.611110833,4.170004801
853,0,1,6.190476191,7.619047619,8.095238095,7.142857143,7.777279455,3.24999975,2.888888667,2.888888667,3.24999975,2.710987849
854,0,1,5.714285714,6.666666667,7.619047619,6.190476191,7.689720906,2.1666665,1.805555417,2.888888667,2.1666665,3.33998014
855,0,1,9.523809524,8.571428571,9.523809524,9.047619048,9.352504087,3.24999975,3.24999975,3.611110833,2.888888667,3.195856856
856,0,0,6.666666667,7.619047619,7.142857143,8.095238095,8.595674027,3.611110833,3.972221917,3.972221917,3.972221917,3.424519364
857,0,0,5.714285714,NA,8.571428571,NA,NA,1.444444333,NA,NA,NA,NA
858,0,1,9.523809524,5.238095238,6.190476191,4.761904762,5.823174403,2.888888667,NA,2.527777583,NA,NA
859,1,0,7.619047619,9.047619048,7.142857143,6.666666667,5.985286129,1.08333325,1.805555417,1.805555417,NA,NA
860,1,1,7.619047619,9.047619048,10,5.238095238,6.911486025,2.888888667,3.24999975,3.611110833,3.24999975,3.708766034
861,1,1,7.619047619,10,9.523809524,10,10.35717054,3.24999975,3.24999975,2.888888667,1.805555417,3.260983245
862,1,1,6.190476191,NA,8.095238095,9.523809524,7.950098029,3.24999975,2.888888667,2.527777583,1.805555417,1.100435936
863,1,1,6.190476191,7.619047619,8.095238095,10,8.916806005,3.24999975,3.24999975,2.888888667,1.805555417,1.582217004
864,0,1,6.666666667,7.142857143,7.142857143,7.619047619,5.734454197,3.24999975,3.24999975,3.611110833,3.972221917,3.044766346
865,0,1,7.142857143,6.190476191,6.190476191,7.142857143,6.592574814,1.444444333,2.1666665,1.805555417,2.888888667,4.011233911
866,0,0,7.619047619,7.142857143,7.619047619,7.142857143,8.771085033,3.972221917,2.888888667,3.24999975,3.24999975,4.18193049
867,0,1,9.523809524,7.142857143,6.190476191,10,8.687298844,2.888888667,2.527777583,3.972221917,3.611110833,3.221877603
868,0,1,9.523809524,7.142857143,10,5.714285714,8.531551668,NA,2.1666665,NA,NA,NA
869,0,1,7.142857143,6.190476191,3.80952381,4.285714286,6.076634826,3.24999975,3.611110833,3.611110833,3.972221917,2.85515602
870,0,1,9.523809524,6.666666667,6.190476191,6.190476191,6.003622101,3.24999975,2.527777583,3.24999975,3.611110833,4.709331557
871,0,1,7.142857143,6.190476191,3.80952381,9.047619048,7.996425288,1.444444333,2.1666665,2.888888667,2.1666665,1.922473621
872,0,1,9.523809524,7.142857143,8.095238095,7.142857143,7.89181766,2.888888667,2.527777583,2.888888667,3.24999975,2.117328974
873,0,1,7.142857143,5.238095238,3.80952381,3.80952381,5.262633415,2.888888667,NA,2.888888667,NA,NA
874,0,0,7.619047619,5.238095238,6.666666667,4.761904762,7.226700533,3.611110833,2.1666665,1.805555417,2.1666665,1.910343234
875,0,0,7.619047619,NA,NA,5.238095238,6.620583438,0.722222167,NA,NA,2.527777583,4.229659918
876,0,0,9.047619048,8.571428571,7.142857143,8.571428571,8.261960974,1.805555417,2.527777583,1.08333325,3.24999975,3.872359618
877,0,0,7.619047619,3.333333333,6.666666667,5.714285714,4.913278331,1.805555417,1.805555417,1.805555417,2.1666665,2.645407635
878,0,0,4.285714286,5.714285714,5.714285714,5.714285714,4.953736531,2.888888667,2.527777583,2.1666665,2.888888667,2.389016114
879,0,1,9.523809524,7.142857143,10,9.047619048,8.933311417,2.527777583,3.972221917,2.1666665,2.527777583,1.618552666
880,0,0,3.80952381,5.714285714,6.666666667,5.714285714,5.899509102,2.888888667,2.888888667,2.888888667,2.527777583,3.356331168
881,0,1,8.571428571,9.523809524,9.523809524,7.619047619,9.524721304,3.611110833,2.1666665,2.888888667,2.888888667,2.977790083
